PrjName;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;Q1;INT10;Q2;Q3_1;Q3_2;Q3_3;Q3_4;Q3_5;Q3_6;Q3_7;Q4;Q5;Q6;Q7M1;Q7M2;Q7M3;Q7M4;Q7M5;Q7M6;Q7M7;Q7M8;Q7M9;Q7M10;Q8M1;Q8M2;Q8M3;Q8M4;Q8M5;Q8M6;Q8M7;Q8M8;Q8M9;Q8M10;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Nazwa Projektu;1282;114;Agent.13;557494527;1;20210809;2;12:38:00;1912;32;462;7;CO;6;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090574; ; ;34;101; ;330;9;7;8;5;8;7;1;1983;104;104;999;;;;;;;;;;103;104;106;107;;;;;;; ;99;100;CO; ; ;691546; ; ; ; ;521417516; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1286;45;Agent.02;450431116;1;20210730;6;14:38:00;1781;30;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090576; ; ;62;101; ;50;4;9;3;4;9;1;5;1956;104;102;999;;;;;;;;;;103;104;107;;;;;;;; ;99;100;CO; ; ;951731; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1287;57;Agent.09;129264364;1;20210730;6;10:23:00;3049;51;462;3;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090593; ; ;198;101; ;121;7;6;5;4;9;9;9;1974;103;105;112;106;101;108;117;105;;;;;102;103;104;106;107;;;;;; ;99;100;CO; ; ;827038; ; ; ; ;512321872; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1288;114;Agent.13;16042832;1;20210730;6;09:25:00;1386;23;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090606; ; ;81;101; ;6;6;7;4;2;6;0;7;1977;103;104;999;;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;119109; ; ; ; ;478701418; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1291;57;Agent.09;638352663;1;20210803;3;11:45:00;1987;33;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090611; ; ;63;101; ;500;1;10;9;1;9;10;10;1963;104;104;105;113;;;;;;;;;101;102;104;105;106;107;108;;;; ;99;100;CO; ; ;974267; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;scelerisque lorem. convallis penatibus id, suscipit Fusce turpis scelerisque quam nec et euismod aliquam. Pellentesque Pelle;scelerisque lorem. convallis penatibus id, suscipit Fusce turpis scelerisque quam nec et euismod aliquam. Pellentesque; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1292;45;Agent.02;236823518;1;20210730;6;10:11:00;1855;31;462;2;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090650; ; ;275;101; ;125;1;3;5;10;7;8;6;1964;103;104;106;108;;;;;;;;;101;102;103;104;106;107;;;;; ;99;100;CO; ; ;169519; ; ; ; ;279564525; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1293;47;Agent.03;496162179;1;20210730;6;13:12:00;1386;23;462;5;CO;4;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090653; ; ;69;101; ;420;6;8;5;6;6;10;9;1994;104;101;119;105;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;809902; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ipsum, vitae molestie id In quam quam luctus, lacinia. ullamcorper efficitur, parturient quam viverra euismod egestas sit to; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1294;57;Agent.09;248939389;1;20210730;6;15:19:00;1706;28;462;5;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090655; ; ;96;101; ;27;10;8;10;4;7;8;7;1990;104;102;108;105;102;101;;;;;;;101;102;103;104;105;106;107;;;; ;99;100;CO; ; ;849178; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;neque Proin ac elementum lobortis fringilla dui felis. erat Cras In eget luctus. lorem. vel, massa. faucibus a sagittis.;neque Proin ac elementum lobortis fringilla dui felis. erat Cras In eget luctus. lorem. vel, massa. faucibus a sagitti; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1295;59;Agent.10;645726512;1;20210730;6;15:58:00;1482;25;462;5;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090661; ; ;78;101; ;180;2;5;1;2;4;8;2;1985;104;104;101;108;102;;;;;;;;101;105;106;108;;;;;;; ;99;100;CO; ; ;414194; ; ; ; ;465444784; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ornare quam leo est, porttitor Fusce adipiscing vestibulum a odio lorem. dolor nisl scelerisque. Lorem felis. tempus sceleri; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1301;57;Agent.09;171956714;1;20210803;3;12:22:00;1833;31;462;6;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090673; ; ;133;101; ;315;10;7;8;1;4;10;10;1988;104;104;105;108;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;892618; ; ; ; ;274043845; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;amet, aliquet facilisis tortor vitae neque, ad cursus per Donec Sed diam neque sed ornare sapien, turpis sagittis diam himen; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1304;57;Agent.09;625825306;1;20210805;5;16:24:00;1777;30;462;7;CO;5;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090684; ; ;56;101; ;35;4;4;2;9;2;9;4;1984;104;104;104;108;101;102;117;112;113;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;222494; ; ; ; ;182426146; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;est. sapien et tincidunt in quis Fusce ullamcorper amet venenatis. in. ullamcorper dolor laoreet facilisis; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1311;47;Agent.03;571102753;1;20210730;6;12:47:00;1428;24;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090697; ; ;166;101; ;126;2;8;8;2;7;5;9;1989;103;104;999;;;;;;;;;;102;103;105;106;;;;;;; ;99;100;CO; ; ;338518; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;lobortis. volutpat, a id dui. nisl amet, parturient tincidunt placerat. sem quam scelerisque. Suspendisse mattis diam sollic; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1316;57;Agent.09;734803984;1;20210805;5;15:54:00;1712;29;462;15;CO;7;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090700; ; ;4;101; ;156,01;4;1;7;4;10;10;7;1960;104;104;999;;;;;;;;;;101;102;103;105;106;107;108;;;; ;99;100;CO; ; ;452020; ; ; ; ;245766345; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;dui Vivamus Phasellus malesuada diam ipsum, Suspendisse quam nulla consectetur facilisis blandit Cras in malesuada facilisis; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1319;51;Agent.05;561068728;1;20210802;2;11:04:00;1761;29;462;5;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090745; ; ;68;101; ;130;9;3;5;7;9;9;7;1968;104;103;117;108;101;102;;;;;;;102;104;106;107;;;;;;; ;99;100;CO; ; ;571017; ; ; ; ;831795942; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;sit ultrices, metus, condimentum. ultrices, et sapien. amet sed vel lorem. eleifend quis Donec porta; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1322;47;Agent.03;331433743;1;20210805;5;11:33:00;837;14;462;7;CO;5;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090749; ; ;22;101; ;65;8;8;6;4;4;7;7;1959;103;104;999;;;;;;;;;;101;102;103;104;105;106;108;;;; ;99;100;CO; ; ;424617; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;a ante. Praesent massa. auctor Phasellus vitae felis. suscipit elementum, venenatis. odio scelerisque ad laoreet eu. Curabit;a ante. Praesent massa. auctor Phasellus vitae felis. suscipit elementum, venenatis. odio scelerisque ad laoreet eu. C;a ante. Praesent massa. auctor Phasellus vitae felis. suscipit elementum, venenatis. odio scelerisque ad laoreet eu. C;a ante. Praesent massa. auctor Phasellus vitae felis. suscipit elementum, venenatis. odio scelerisque ad laoreet e; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1323;45;Agent.02;874465209;1;20210809;2;14:04:00;1211;20;462;10;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090760; ; ;4;101; ;170;8;4;9;9;6;10;10;1991;104;104;999;;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;654215; ; ; ; ; ;500548913; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1327;45;Agent.02;832750625;1;20210730;6;08:01:00;3536;59;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090767; ; ;662;101; ;31;9;6;9;6;8;8;7;1961;104;102;999;;;;;;;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;837502; ; ; ; ;657726768; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1329;57;Agent.09;162337334;1;20210804;4;15:48:00;1724;29;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090774; ; ;81;101; ;50;6;6;7;4;6;3;9;1987;102;104;103;115;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;330086; ; ; ; ;131292172; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;aliquam. tortor in commodo eget vel erat eleifend non interdum dui amet lobortis varius efficitur, aliquam. massa. dui non V; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1336;45;Agent.02;785687648;1;20210729;5;12:34:00;1801;30;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090782; ; ;125;101; ;7;10;7;0;1;6;9;1;1994;104;104;117;118;;;;;;;;;103;104;107;;;;;;;; ;99;100;CO; ; ;915673; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1339;59;Agent.10;986172431;1;20210730;6;13:43:00;573;10;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090797; ; ;96;101; ;8;10;7;10;2;3;7;9;1964;104;102;999;;;;;;;;;;101;103;104;105;;;;;;; ;99;100;CO; ; ;115301; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;amet, aliquet, auctor sed Curabitur eu vestibulum vehicula. erat fringilla natoque nisi. aliquam. ex sagittis mus. adipiscin; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1342;61;Agent.11;971451894;1;20210729;5;12:47:00;1563;26;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090802; ; ;92;101; ;5;3;10;1;7;9;9;9;1955;104;104;999;;;;;;;;;;101;102;;;;;;;;; ;99;100;CO; ; ;976780; ; ; ; ;358453464;672365844; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1344;53;Agent.06;867181992;1;20210804;4;16:22:00;1500;25;462;6;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090820; ; ;90;101; ;450,1;7;6;2;6;9;9;4;1980;104;102;108;105;101;;;;;;;;101;102;103;105;106;108;;;;; ;99;100;CO; ; ;515813; ; ; ; ;316625348;672815069; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;egestas consectetur Donec volutpat, Cras in lectus sed libero luctus, Lorem ornare penatibus consectetur ultrices, eu amet,; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1356;114;Agent.13;888931339;1;20210802;2;11:31:00;1674;28;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090826; ; ;68;101; ;100;7;5;9;8;5;10;0;1957;104;101;106;105;102;101;116;;;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;971368; ; ; ; ;807474365; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1357;51;Agent.05;517744433;1;20210804;4;14:28:00;1617;27;462;9;CO;8;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090843; ; ;82;101; ;55;9;10;3;7;2;8;3;1968;104;101;108;102;104;101;;;;;;;101;106;;;;;;;;; ;99;100;CO; ; ;732373; ; ; ; ;234312324; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;venenatis. Cras elit. vel lacinia felis, at penatibus orci id Etiam bibendum condimentum et scelerisque Praesent nostra, in;venenatis. Cras elit. vel lacinia felis, at penatibus orci id Etiam bibendum condimentum et scelerisque Praesent nostr; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1358;114;Agent.13;734151880;1;20210810;3;15:57:00;1651;28;462;6;CO;6;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090850; ; ;72;101; ;200;3;4;2;9;9;10;9;1966;103;101;999;;;;;;;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;596924; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;lobortis. taciti elit. Fusce fringilla;lobortis. taciti elit. Fusce fringilla vestibulum lorem. sit massa. leo vestibulum platea non; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1360;53;Agent.06;445486632;1;20210802;2;14:47:00;1558;26;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090866; ; ;107;101; ;406;1;4;5;7;2;5;9;1962;104;104;999;;;;;;;;;;101;105;108;;;;;;;; ;99;100;CO; ; ;467115; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;est. lobortis montes, tortor consectetur nisi. sit consectetur ad sed sociosqu Fusce luctus. in amet, elit. Proin Phasellus;est. lobortis montes, tortor consectetur nisi. sit consectetur ad sed sociosqu Fusce luctus. in amet, elit. Proin Phas; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1364;57;Agent.09;447925657;1;20210810;3;09:19:00;1488;25;462;8;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090884; ; ;62;101; ;100;7;9;10;5;4;10;2;1976;104;104;999;;;;;;;;;;101;102;;;;;;;;; ;99;100;CO; ; ;231054; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, at mus.;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, a;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, a; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1368;55;Agent.07;263963465;1;20210730;6;14:33:00;983;16;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090889; ; ;196;101; ;22;8;6;1;7;7;9;5;1971;103;105;108;101;;;;;;;;;102;103;104;107;;;;;;; ;99;100;CO; ; ;857921; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In lectus, mont;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1371;51;Agent.05;831246502;1;20210806;6;14:49:00;1607;27;462;7;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090896; ; ;128;101; ;45;10;3;3;4;8;3;1;1973;104;105;999;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;307140; ; ; ; ;631651124; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ut. ante. suscipit turpis, tincidunt sociosqu condimentum In consectetur. Donec sociosqu lorem. nec commodo, lorem.; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1375;53;Agent.06;454596732;1;20210802;2;15:19:00;1607;27;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090899; ; ;75;101; ;22,55;5;0;3;3;10;2;9;1984;104;101;102;115;;;;;;;;;101;103;106;108;;;;;;; ;99;100;CO; ; ;293990; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ex egestas mus. elit, malesuada quam. condimentum sapien Donec erat sodales venenatis a velit condimentum Donec laoreet diam; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1377;114;Agent.13;534425052;1;20210803;3;10:53:00;561;9;462;6;CO;4;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32090904; ; ;61;101; ;10;10;9;6;0;5;1;7;1966;104;101;108;101;102;104;;;;;;;101;102;103;104;105;107;;;;; ;99;100;CO; ; ;103716; ; ; ; ;844334164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1382;114;Agent.13;225226665;1;20210804;4;09:07:00;1123;19;462;4;CO;4;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090921; ; ;25;101; ;7;8;9;8;10;1;5;4;1971;104;105;101;103;108;;;;;;;;101;102;103;107;108;;;;;; ;99;100;CO; ; ;969684; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1387;55;Agent.07;100679868;1;20210802;2;17:05:00;1494;25;462;3;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090935; ; ;96;101; ;25;10;1;1;3;8;10;6;1995;104;104;101;108;104;106;103;118;;;;;103;104;106;107;;;;;;; ;99;100;CO; ; ;819581; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;felis. ad luctus. aptent Cras lorem. placerat. Vivamus a aptent condimentum. pretium orci gravida consequat sociosqu amet pr;felis. ad luctus. aptent Cras lorem. placerat. Vivamus a aptent condimentum. pretium orci gravida consequat sociosqu a; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1388;53;Agent.06;928542694;1;20210729;5;14:06:00;2461;41;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32090979; ; ;134;101; ;70;9;8;5;2;9;2;7;1960;104;105;999;;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;157111; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1393;61;Agent.11;799973681;1;20210730;6;11:22:00;2344;39;462;2;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091044; ; ;107;101; ;20;9;7;9;0;3;8;10;1976;101;104;108;102;101;105;;;;;;;101;107;;;;;;;;; ;99;100;CO; ; ;264475; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1397;51;Agent.05;414622767;1;20210802;2;14:13:00;2200;37;462;6;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091048; ; ;116;101; ;670;3;4;2;9;9;2;10;1965;102;102;108;101;104;;;;;;;;103;105;106;107;;;;;;; ;99;100;CO; ; ;767985; ; ; ; ;433594404; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1399;114;Agent.13;565738724;1;20210806;6;10:23:00;1532;26;462;4;CO;4;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091064; ; ;131;101; ;105;10;7;4;6;9;5;7;1984;104;104;119;105;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;948002; ; ; ; ;364569003; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1403;61;Agent.11;854334298;1;20210803;3;18:53:00;10;0;462;7;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091077; ; ;33;101; ;1100;2;9;10;0;7;3;1;1983;104;104;108;101;118;116;105;103;;;;;103;105;106;107;108;;;;;; ;99;100;CO; ; ;584597; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;non Cras lorem. diam elit lacinia nisi. tempus dui ultrices, Phasellus elit. tincidunt maximus ad sed varius in sed taciti e; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1404;53;Agent.06;306562012;1;20210812;5;15:35:00;1764;29;462;15;CO;10;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091095; ; ;124;101; ;6;6;7;1;1;5;4;8;1966;104;104;117;118;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;440628; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;condimentum. mattis auctor hac eget, vulputate, Aenean id venenatis. dui dolor blandit eu turpis, volutpat, orci. fringilla; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1406;55;Agent.07;23328297;1;20210730;6;16:16:00;1358;23;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091110; ; ;150;101; ;270;7;9;4;4;8;2;2;1958;104;103;108;105;106;101;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;563413; ; ; ; ;44526552; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;vel justo Mauris mauris sit est. sollicitudin Fusce aptent eleifend placerat. quam gravida sapien. Cras commodo, ex Cras Cur;vel justo Mauris mauris sit est. sollicitudin Fusce aptent eleifend placerat. quam gravida sapien. Cras commodo, ex Cr; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1410;55;Agent.07;438730920;1;20210802;2;15:07:00;2213;37;462;5;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091112; ; ;66;101; ;25;9;7;10;5;7;5;5;1975;104;104;999;;;;;;;;;;101;102;108;;;;;;;; ;99;100;CO; ; ;398745; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Suspendi;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Su;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Su; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1412;61;Agent.11;897635183;1;20210804;4;15:06:00;1277;21;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091114; ; ;55;101; ;290;9;9;3;5;2;9;1;1961;104;103;108;106;119;;;;;;;;101;102;103;105;108;;;;;; ;99;100;CO; ; ;516786; ; ; ; ;456746405; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ultrices, viverra amet, parturient ac dictum sem in diam vel litora vitae massa. molestie elementum maximus taciti porttitor; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1413;51;Agent.05;752794142;1;20210729;5;14:17:00;3365;56;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091126; ; ;112;101; ;167;8;2;9;4;9;8;4;1961;104;103;999;;;;;;;;;;101;105;106;108;;;;;;; ;99;100;CO; ; ;926594; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1415;61;Agent.11;36643252;1;20210805;5;15:03:00;2040;34;462;12;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091132; ; ;92;101; ;67;7;2;8;10;4;5;4;1966;104;103;999;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;931522; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;pretium et egestas natoque quis ridiculus quam facilisis. at in est In non vel, maximus mauris tempus diam interdum eu. scel; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1419;47;Agent.03;225552498;1;20210730;6;16:40:00;2086;35;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091169; ; ;222;101; ;10;9;10;1;1;10;8;7;1975;104;103;108;101;105;102;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;312004; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;non ultrices, in elementum Mauris condimentum. leo In Pellentesque quam Fusce ultrices, ultrices, aliquet, ornare elit, et P; ; ; ; ; ; ; ; ; ;2,02E+11
